,species,genus,domain,cat_growthrate,cat_corallitesize,cat_colonydiameter,cat_skeletaldensity,cat_colonyheight,cat_SA_vol,cat_spacesize,dat_growth,dat_skeletal,dat_corallite,dat_colonydiameter,raw_growth,raw_skeldensity,raw_polypsize,raw_colonydiam,raw_growth_form,reproductive_mode,raw_reproductive_mode,species_keith,species_keith_updated,Andaman.Sea,Eastern.Pacific,Fiji.Caroline.Islands,Hawaii.Line.Islands,Indonesia.Philippines,Japan.Vietnam,Northern.PNG...Solomon.Islands,Persian.Gulf,Polynesia,Red.Sea.Gulf.of.Aden,Subtropical.East.Africa,Subtropical.Eastern.Australia,Subtropical.Japan,Subtropical.Western.Australia,Tonga.Samoa,Tropical.Australia,Western.Indian.Ocean,Caribbean,Brazil,East_Atlantic
589,Mycedium umbra,Mycedium,pacific,1,4,2,4,1,2,1,3.2,1.9,17,100,NA,NA,17,100,encrusting,spawner,NA,Mycedium umbra,Mycedium umbra,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
590,Mycetophyllia aliciae,Mycetophyllia,atlantic,1,4,1,3,4,1,1,6.2,NA,20,13.6,NA,NA,20,13.6,massive,brooder,NA,Mycetophyllia aliciae,Mycetophyllia aliciae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
591,Mycetophyllia danaana,Mycetophyllia,atlantic,1,4,1,3,1,2,1,3.1,NA,13.8,14,NA,NA,13.8,NA,encrusting,brooder,NA,Mycetophyllia danaana,Mycetophyllia danaana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
592,Mycetophyllia ferox,Mycetophyllia,atlantic,1,3,1,3,1,2,1,12.1,NA,11,17.1,NA,NA,11,17.1,encrusting,brooder,brooder,Mycetophyllia ferox,Mycetophyllia ferox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
593,Mycetophyllia lamarckiana,Mycetophyllia,atlantic,1,4,1,3,1,2,1,3.1,NA,18.5,9.1,NA,NA,18.5,9.1,encrusting,brooder,NA,Mycetophyllia lamarckiana,Mycetophyllia lamarckiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
594,Mycetophyllia reesi,Mycetophyllia,atlantic,1,3,1,3,1,2,1,12.1,NA,10,29.3,NA,NA,10,NA,encrusting,brooder,NA,Mycetophyllia reesi,Mycetophyllia reesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
595,Nemenzophyllia turbida,Nemenzophyllia,pacific,1,4,4,5,4,1,1,4.1,NA,13,200,NA,NA,13,200,massive,spawner,NA,Nemenzophyllia turbida,Nemenzophyllia turbida,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
596,Orbicella annularis,Orbicella,atlantic,2,2,5,3,4,1,1,7,1.7,3.8,409.9,7.1,1.7,3.8,409.9,massive,spawner,spawner,Orbicella annularis,Orbicella annularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
597,Orbicella faveolata,Orbicella,atlantic,2,2,4,1,4,1,1,8.7,1.2,2.7,342,8.7,1.2,NA,342,massive,spawner,spawner,Orbicella faveolata,Orbicella faveolata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
598,Orbicella franksi,Orbicella,atlantic,2,2,4,3,4,1,1,5.2,1.5,3.4,257.4,5.2,NA,NA,257.4,massive,spawner,spawner,Orbicella franksi,Orbicella franksi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
599,Oulastrea crispata,Oulastrea,pacific,1,2,1,3,1,2,1,NA,NA,5.6,NA,NA,NA,5.6,NA,encrusting,spawner,spawner,Oulastrea crispata,Oulastrea crispata,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA
600,Oulophyllia bennettae,Oulophyllia,pacific,2,4,2,1,4,1,1,6.4,1.6,17.4,94.1,NA,NA,17.4,NA,massive,spawner,spawner,Oulophyllia bennettae,Oulophyllia bennettae,1,NA,1,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA
601,Oulophyllia crispa,Oulophyllia,pacific,3,3,2,1,4,1,1,21,1.6,11.6,100,21,NA,11.6,100,massive,spawner,spawner,Oulophyllia crispa,Oulophyllia crispa,1,NA,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA
602,Oulophyllia levis,Oulophyllia,pacific,2,4,2,1,4,1,1,6.4,1.6,18.1,94.1,NA,NA,18.1,NA,massive,spawner,NA,Oulophyllia levis,Oulophyllia levis,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
603,Oxypora convoluta,Oxypora,pacific,1,3,4,5,2,4,2,NA,NA,7.3,200,NA,NA,7.3,200,laminar,spawner,NA,Oxypora convoluta,Oxypora convoluta,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,Oxypora crassispinosa,Oxypora,pacific,1,3,2,5,2,4,2,NA,NA,8.8,NA,NA,NA,8.8,NA,laminar,spawner,NA,Oxypora crassispinosa,Oxypora crassispinosa,1,NA,1,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA
605,Oxypora egyptensis,Oxypora,pacific,1,3,2,5,3,1,1,NA,NA,11.3,100,NA,NA,11.3,100,submassive,spawner,NA,Oxypora egyptensis,Oxypora egyptensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,Oxypora glabra,Oxypora,pacific,1,3,2,5,2,4,2,NA,NA,7.5,NA,NA,NA,7.5,NA,laminar,spawner,spawner,Oxypora glabra,Oxypora glabra,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
607,Oxypora lacera,Oxypora,pacific,1,3,2,5,2,4,2,NA,NA,8.8,NA,NA,NA,8.8,NA,laminar,spawner,spawner,Oxypora lacera,Oxypora lacera,1,NA,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA
608,Pachyseris foliosa,Pachyseris,pacific,1,3,1,5,2,4,2,NA,NA,6.3,NA,NA,NA,6.3,NA,laminar,spawner,NA,Pachyseris foliosa,Pachyseris foliosa,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
609,Pachyseris gemmae,Pachyseris,pacific,1,2,4,5,2,4,2,NA,NA,3.3,NA,NA,NA,3.3,NA,laminar,spawner,NA,Pachyseris gemmae,Pachyseris gemmae,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
610,Pachyseris inattesa,Pachyseris,NA,1,2,1,5,2,4,2,NA,NA,4.1,25,NA,NA,NA,NA,laminar,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,Pachyseris involuta,Pachyseris,pacific,1,2,2,5,2,4,2,NA,NA,4.1,NA,NA,NA,4.1,NA,laminar,spawner,NA,Pachyseris involuta,Pachyseris involuta,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,Pachyseris rugosa,Pachyseris,pacific,1,2,5,5,2,4,2,NA,NA,4.8,633.3,NA,NA,4.8,633.3,laminar,spawner,spawner,Pachyseris rugosa,Pachyseris rugosa,1,NA,1,NA,1,1,1,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA
613,Pachyseris speciosa,Pachyseris,pacific,1,2,4,5,2,4,2,NA,NA,4.6,2,NA,NA,4.6,2,laminar,spawner,spawner,Pachyseris speciosa,Pachyseris speciosa,1,NA,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,NA,NA,NA
614,Palauastrea ramosa,Palauastrea,pacific,3,1,2,4,4,3,4,24.4,1.9,1.2,62.9,NA,NA,1.2,NA,branching_closed,spawner,NA,Palauastrea ramosa,Palauastrea ramosa,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA
615,Paragoniastrea australensis,Paragoniastrea,pacific,1,3,2,3,3,1,1,3.4,1.5,10,67.1,3.4,NA,10,NA,submassive,spawner,spawner,Goniastrea australensis,Paragoniastrea australensis,NA,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA
616,Paragoniastrea deformis,Paragoniastrea,pacific,2,3,2,3,4,1,1,6.4,1.5,8.8,94.1,NA,NA,8.8,NA,massive,spawner,spawner,Goniastrea deformis,Paragoniastrea deformis,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA
617,Paragoniastrea russelli,Paragoniastrea,pacific,2,4,2,3,3,1,1,6.4,1.5,16,94.1,NA,NA,16,NA,submassive,spawner,spawner,Favites russelli,Paragoniastrea russelli,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA
618,Paramontastrea peresi,Paramontastraea,pacific,2,4,2,3,4,1,1,6.4,1.5,12.5,94.1,NA,NA,12.5,NA,massive,spawner,NA,Goniastrea peresi/Favites peresi,Paramontastrea peresi,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
619,Paramontastrea salebrosa,Paramontastraea,pacific,2,2,2,2,4,1,1,6.4,1.5,4.7,94.1,NA,NA,4.7,NA,massive,spawner,NA,Montastrea salebrosa,Paramontastrea salebrosa,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
620,Paramontastrea serageldini,Paramontastraea,pacific,2,2,2,3,4,1,1,6.4,1.5,5,80,NA,NA,5,80,massive,spawner,NA,Montastrea serageldini,Paramontastrea serageldini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
621,Pavona bipartita,Pavona,pacific,2,2,2,3,3,1,1,6.4,1.7,3.1,100,NA,NA,3.1,100,submassive,spawner,NA,Pavona bipartita,Pavona bipartita,NA,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
622,Pavona cactus,Pavona,pacific,4,1,5,2,3,5,2,37.9,1.5,1.4,1000,37.9,NA,1.4,1000,bifacial,spawner,spawner,Pavona cactus,Pavona cactus,1,NA,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,NA,NA
623,Pavona chiriquiensis,Pavona,pacific,1,1,1,4,1,2,1,3.1,1.9,1.4,39.5,NA,NA,1.4,NA,encrusting,spawner,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,Pavona clavus,Pavona,pacific,3,2,5,3,5,1,5,14.2,1.7,3.4,2000,14.2,1.7,3.4,2000,columnar,spawner,spawner,Pavona clavus,Pavona clavus,1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
625,Pavona danai,Pavona,pacific,3,1,2,2,3,5,2,15.2,1.5,1.7,91.7,NA,NA,1.7,NA,bifacial,spawner,NA,Pavona danai,Pavona danai,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
626,Pavona decussata,Pavona,pacific,3,2,1,3,3,5,2,15.2,1.5,3.5,20,NA,NA,3.5,20,bifacial,spawner,NA,Pavona decussata,Pavona decussata,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
627,Pavona diffluens,Pavona,pacific,2,2,2,3,3,1,1,6.4,1.7,2.6,57.7,NA,NA,2.6,NA,submassive,spawner,NA,Pavona diffluens,Pavona diffluens,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
628,Pavona divaricata,Pavona,pacific,3,2,2,3,3,5,2,15.2,1.5,2,91.7,NA,NA,NA,NA,bifacial,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,Pavona duerdeni,Pavona,pacific,3,2,2,3,4,1,1,10.2,1.7,2.1,74.2,10.2,NA,2.1,NA,massive,spawner,spawner,Pavona duerdeni,Pavona duerdeni,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
630,Pavona explanulata,Pavona,pacific,3,2,2,5,2,4,2,12.5,2.3,3,82.7,NA,NA,3,NA,laminar,spawner,NA,Pavona explanulata,Pavona explanulata,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
631,Pavona frondifera,Pavona,pacific,3,2,2,3,3,5,2,15.2,1.5,2.6,91.7,NA,NA,2.6,NA,bifacial,spawner,NA,Pavona frondifera,Pavona frondifera,NA,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,NA,NA
632,Pavona gigantea,Pavona,pacific,2,2,2,3,4,1,1,9.1,1.6,5.7,69.9,9.1,1.6,5.7,NA,massive,spawner,spawner,Pavona gigantea,Pavona gigantea,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,Pavona maldivensis,Pavona,pacific,3,2,1,4,5,1,5,12.1,1.8,4.1,30,12.1,NA,4.1,30,columnar,spawner,NA,Pavona maldivensis,Pavona maldivensis,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA
634,Pavona minuta,Pavona,pacific,2,2,5,3,3,1,1,6.4,1.7,3.3,550,NA,NA,3.3,550,submassive,spawner,NA,Pavona minuta,Pavona minuta,1,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA
635,Pavona varians,Pavona,pacific,1,3,1,4,1,2,1,3.8,2,9.3,43.7,3.8,2,9.3,NA,encrusting,spawner,spawner,Pavona varians,Pavona varians,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
636,Pavona venosa,Pavona,pacific,1,3,1,4,1,2,1,3.1,2,9.3,39.5,NA,NA,9.3,NA,encrusting,spawner,NA,Pavona venosa,Pavona venosa,1,NA,1,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA
637,Pectinia africanus,Pectinia,pacific,2,4,1,3,4,1,1,6.4,1.6,16.6,30,NA,NA,16.6,30,massive,spawner,NA,Pectinia africanus,Pectinia africanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
638,Pectinia alcicornis,Pectinia,pacific,3,4,3,2,3,4,3,15.2,1.4,21.2,149.6,NA,NA,21.2,NA,digitate,spawner,spawner,Pectinia alcicornis,Pectinia alcicornis,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
639,Pectinia crassa,Pectinia,NA,3,4,3,5,2,4,2,12.5,2.1,24,134.8,NA,NA,NA,NA,laminar,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,Pectinia elongata,Pectinia,pacific,4,3,4,2,4,3,4,29.2,1.3,11,212.4,NA,NA,11,NA,branching_closed,spawner,NA,Pectinia elongata,Pectinia elongata,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
641,Pectinia lactuca,Pectinia,pacific,1,5,2,4,1,2,1,3.2,1.9,30,100,NA,NA,30,100,encrusting,spawner,spawner,Pectinia lactuca,Pectinia lactuca,1,NA,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA
642,Pectinia maxima,Pectinia,pacific,3,4,2,5,2,4,2,12.5,2.1,15,100,NA,NA,15,100,laminar,spawner,NA,Pectinia maxima,Pectinia maxima,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
643,Pectinia paeonia,Pectinia,pacific,3,5,2,5,2,4,2,12.5,2.2,35,100,NA,NA,35,100,laminar,spawner,spawner,Pectinia paeonia,Pectinia paeonia,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA
644,Pectinia pygmaeus,Pectinia,pacific,4,2,4,2,4,3,4,29.2,1.3,4.7,212.4,NA,NA,4.7,NA,branching_closed,spawner,NA,Pectinia pygmaeus,Pectinia pygmaeus,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
645,Pectinia teres,Pectinia,pacific,4,3,4,2,4,3,4,29.2,1.3,6.2,212.4,NA,NA,6.2,NA,branching_closed,spawner,NA,Pectinia teres,Pectinia teres,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
646,Physogyra lichtensteini,Physogyra,pacific,1,4,2,3,4,1,1,4.1,NA,20,100,NA,NA,20,100,massive,spawner,NA,Physogyra lichtensteini,Physogyra lichtensteini,1,NA,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA
647,Physophyllia ayleni,Physophyllia,pacific,3,4,3,5,2,4,2,12.5,2.1,15,134.8,NA,NA,15,NA,laminar,NA,NA,Physophyllia ayleni,Physophyllia ayleni,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
648,Platygyra acuta,Platygyra,pacific,2,2,2,3,4,1,1,6.4,1.6,5.2,94.1,NA,NA,5.2,NA,massive,spawner,NA,Platygyra acuta,Platygyra acuta,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
649,Platygyra carnosus,Platygyra,pacific,2,2,1,2,4,1,1,6.4,1.5,5,40,NA,NA,5,40,massive,spawner,NA,Platygyra carnosus,Platygyra carnosus,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
650,Platygyra contorta,Platygyra,pacific,2,2,2,2,4,1,1,6.4,1.5,5.6,94.1,NA,NA,5.6,NA,massive,spawner,spawner,Platygyra contorta,Platygyra contorta,NA,NA,1,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA
651,Platygyra crosslandi,Platygyra,pacific,2,2,2,3,4,1,1,6.4,1.5,5.9,94.1,NA,NA,5.9,NA,massive,spawner,NA,Platygyra crosslandi,Platygyra crosslandi,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
652,Platygyra daedalea,Platygyra,pacific,3,3,3,3,4,1,1,22,1.5,10,182.4,22,NA,10,NA,massive,spawner,spawner,Platygyra daedalea,Platygyra daedalea,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
653,Platygyra lamellina,Platygyra,pacific,2,3,3,3,4,1,1,7.4,1.5,9.1,101.7,7.4,NA,9.1,NA,massive,spawner,spawner,Platygyra lamellina,Platygyra lamellina,1,NA,1,NA,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,NA
654,Platygyra pini,Platygyra,pacific,2,3,2,3,4,1,1,6.4,1.5,7.2,94.1,NA,NA,7.2,NA,massive,spawner,spawner,Platygyra pini,Platygyra pini,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA
655,Platygyra ryukyuensis,Platygyra,pacific,2,2,2,2,4,1,1,6.4,1.5,3.3,94.1,NA,NA,3.3,NA,massive,spawner,spawner,Platygyra ryukyuensis,Platygyra ryukyuensis,NA,NA,1,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA
656,Platygyra sinensis,Platygyra,pacific,2,3,3,2,4,1,1,8.4,1.5,6.7,108.8,8.4,NA,6.7,NA,massive,spawner,spawner,Platygyra sinensis,Platygyra sinensis,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
657,Platygyra verweyi,Platygyra,pacific,2,2,2,2,4,1,1,6.4,1.5,4.7,94.1,NA,NA,4.7,NA,massive,spawner,NA,Platygyra verweyi,Platygyra verweyi,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA
658,Platygyra yaeyamaensis,Platygyra,pacific,2,2,2,2,4,1,1,6.4,1.5,5.1,94.1,NA,NA,5.1,NA,massive,spawner,NA,Platygyra yaeyamaensis,Platygyra yaeyamaensis,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
659,Plerogyra cauliformis,Plerogyra,NA,1,5,3,3,4,1,1,4.1,NA,28,107,NA,NA,NA,NA,massive,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,Plerogyra diabolotus,Plerogyra,pacific,1,5,3,3,4,1,1,4.1,NA,33,107,NA,NA,NA,NA,massive,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,Plerogyra discus,Plerogyra,pacific,1,4,1,3,4,1,1,4.1,NA,20.8,30,NA,NA,20.8,30,massive,spawner,NA,Plerogyra discus,Plerogyra discus,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
662,Plerogyra eurysepta,Plerogyra,pacific,1,4,3,3,4,1,1,4.1,NA,15.2,107,NA,NA,NA,NA,massive,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,Plerogyra multilobata,Plerogyra,NA,1,4,3,3,4,1,1,4.1,NA,21,107,NA,NA,21,NA,massive,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,Plerogyra simplex,Plerogyra,pacific,3,4,4,3,4,3,4,18.9,NA,20,241.4,NA,NA,20,NA,branching_closed,spawner,NA,Plerogyra simplex,Plerogyra simplex,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
665,Plerogyra sinuosa,Plerogyra,pacific,1,5,2,3,4,1,1,4.1,NA,30,100,NA,NA,30,100,massive,spawner,NA,Plerogyra sinuosa,Plerogyra sinuosa,1,NA,1,1,1,1,1,NA,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA
666,Plesiastrea versipora,Plesiastrea,pacific,1,2,4,3,4,1,1,4.1,NA,4.6,233.3,4.1,NA,4.6,233.3,massive,spawner,spawner,Plesiastrea versipora,Plesiastrea versipora,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
667,Pleuractis granulosa,Pleuractis,pacific,2,5,1,3,1,1,1,5.7,1.7,120,13.5,5.7,NA,120,13.5,solitary_free,spawner,spawner,Fungia granulosa,Pleuractis granulosa,1,NA,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA
668,Pleuractis gravis,Pleuractis,pacific,2,5,1,3,1,1,1,6.5,1.8,175,24.2,NA,NA,NA,NA,solitary_free,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,Pleuractis moluccensis,Pleuractis,pacific,2,5,1,3,1,1,1,6.5,1.8,160,24.2,NA,NA,160,NA,solitary_free,spawner,NA,Fungia moluccensis,Pleuractis moluccensis,1,NA,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA
670,Pleuractis paumotensis,Pleuractis,pacific,2,5,1,3,1,1,1,6.5,1.8,235,25,NA,NA,235,25,solitary_free,spawner,spawner,Fungia paumotensis,Pleuractis paumotensis,1,NA,1,1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
671,Pleuractis seychellensis,Pleuractis,pacific,2,5,1,3,1,1,1,6.5,1.7,88.8,15,NA,NA,88.8,15,solitary_free,spawner,NA,Fungia seychellensis,Pleuractis seychellensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
672,Pleuractis taiwanensis,Pleuractis,pacific,2,5,1,3,1,1,1,6.5,1.8,193,28,NA,NA,193,28,solitary_free,spawner,NA,Fungia taiwanensis,Pleuractis taiwanensis,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,Pocillopora acuta,Pocillopora,NA,3,1,2,4,4,3,4,24.4,1.9,1.3,62.9,NA,NA,NA,NA,branching_closed,brooder,NA,NA,Pocillopora acuta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,Pocillopora aliciae,Pocillopora,NA,3,1,2,4,4,3,4,24.4,1.8,1.1,62.9,NA,NA,NA,NA,branching_closed,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,Pocillopora ankeli,Pocillopora,pacific,3,1,2,4,4,3,4,24.4,1.8,1,62.9,NA,NA,1,NA,branching_closed,spawner,NA,Pocillopora ankeli,Pocillopora ankeli,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
676,Pocillopora bairdi,Pocillopora,NA,3,1,2,4,4,3,4,24.4,1.8,1,62.9,NA,NA,NA,NA,branching_closed,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,Pocillopora brevicornis,Pocillopora,pacific,3,1,2,4,4,3,4,24.4,1.8,0.9,62.9,NA,NA,NA,NA,branching_closed,brooder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,Pocillopora capitata,Pocillopora,pacific,3,1,2,4,5,4,5,24.4,1.8,0.4,62.9,NA,NA,0.4,NA,branching_open,spawner,NA,Pocillopora capitata,Pocillopora capitata,NA,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
679,Pocillopora damicornis,Pocillopora,pacific,4,1,4,4,4,3,4,34.8,1.9,1,200,35.4,1.9,1,200,branching_closed,brooder,NA,Pocillopora damicornis,Pocillopora damicornis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
680,Pocillopora danae,Pocillopora,pacific,2,1,2,4,5,4,5,8.2,1.8,1.2,100,8.2,NA,1.2,100,branching_open,spawner,NA,Pocillopora danae,Pocillopora danae,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
